customer_id,name,email,age,registration_date,last_purchase_date,total_spent
303,Tom Davis,tom.davis@hotmail.com,33.17942679707325,2023-04-27,2024-02-27,13.82
304,Sam Anderson,sam.anderson@company.com,49.61833654105107,2021-01-13,2021-02-22,41.41
305,Sophie Harris,sophie.harris@yahoo.com,47.6884196645387,2020-12-29,,0.0
306,Emma Johnson,@emma.johnson.com,46.19753686809283,2021-09-29,2022-05-12,40.09
307,Julia White,julia.white@yahoo.com,32.32735159068071,2020-12-02,2021-07-18,183.92
308,Chris Brown,@chris.brown.com,24.004148971118962,2020-07-13,2020-08-04,77.17
309,Julia White,julia.white@outlook.com,24.95695155444464,2021-10-14,2022-04-05,62.74
310,Tom Johnson,tom.johnson@outlook.com,40.08880233822141,2022-06-23,2022-09-17,352.23
311,Mike Brown,mike.brown@yahoo.com,35.47336457888888,2021-07-19,2021-08-01,629.67
312,Alex Taylor,alex.taylor@outlook.com,47.15164891572886,2021-07-26,2021-10-18,95.16
313,Sophie Taylor,sophie.taylor@hotmail.com,33.10215386753216,2023-04-16,2024-02-28,98.88
314,Chris Moore,chris.moore@hotmail.com,32.8226111690298,2024-04-15,2025-01-20,45.8
315,Anna Thomas,@anna.thomas.com,33.72395596962422,2023-01-08,2023-06-23,15.55
316,Sarah Thomas,sarah.thomas@gmail.com,27.535582333347424,2022-02-04,2022-04-13,209.28
317,Mike Thomas,mike.thomas@company.com,41.992850998086375,2022-06-14,,0.0
318,Sam Davis,@sam.davis.com,45.29617034362575,2021-11-18,2022-05-15,150.59
319,Jane Anderson,jane.anderson@gmail.com,25.061644724417185,2020-02-16,2020-10-25,51.6
320,Anna Brown,anna.brown@gmail.com,44.518108258624125,2021-09-10,2022-03-30,77.54
321,David Moore,david.moore@yahoo.com,33.53531441454467,2020-05-02,2020-07-30,313.4
322,Jane White,jane.white@outlook.com,26.423831876114818,2020-05-02,,0.0
323,Tom Moore,tom.moore@yahoo.com,41.25535886016577,2022-04-20,2022-09-04,415.11
324,John Wilson,john.wilson@outlook.com,23.058218217759446,2021-08-29,2022-02-11,1.57
325,Lisa Moore,lisa.moore@company.com,32.821962054371994,2021-07-19,2022-06-27,21.31
326,Sarah Garcia,sarah.garcia@outlook.com,27.968867920186938,2022-08-22,,0.0
327,Julia Garcia,julia.garcia@yahoo.com,38.94928134452155,2022-12-18,2023-11-04,51.35
328,Chris Thomas,chris.thomas@yahoo.com,50.03411161312981,2022-04-05,2023-03-20,11.17
329,Mike Anderson,mike.anderson@yahoo.com,29.621304604398205,2024-05-11,2024-08-19,75000.0
330,Emma Moore,emma.moore@gmail.com,38.32830154357611,2023-01-18,2023-04-05,80.73
331,Anna White,anna.white@gmail.com,34.73265224979544,2021-07-10,2021-12-30,49.54
332,Lisa Moore,lisa.mooregmail.com,37.709138277341054,2021-06-16,2022-01-19,62.77
333,Emma Moore,emma.moore@yahoo.com,35.21135902320389,2020-02-21,2020-05-05,84.01
334,Alex Johnson,alex.johnson@gmail.com,42.97643294399732,2022-12-26,2023-09-08,224.88
335,Emma Jackson,emma.jacksongmail.com,28.364949951592376,2020-10-26,2021-01-12,137.03
336,Anna Wilson,anna.wilson@company.com,35.001188262221845,2022-04-11,2022-07-16,52.0
337,Lisa Davis,lisa.davis@company.com,37.82465912657615,2022-12-27,2023-09-26,3.78
338,John Davis,john.davis@gmail.com,19.090474743749027,2024-07-09,2025-01-04,24.54
339,Sam Smith,sam.smith@hotmail.com,34.80898585997309,2023-07-07,2023-11-16,21.0
340,Lisa Wilson,lisa.wilson@yahoo.com,45.99212383749308,2021-09-11,2022-06-10,165.92
341,Sam Davis,sam.davis@outlook.com,22.324064008331106,2024-09-06,,0.0
342,Mike Smith,mike.smith@hotmail.com,22.29795534805025,2022-11-12,2023-03-01,69.16
343,Emma Jackson,emma.jackson@gmail.com,24.305396623497206,2020-10-17,2021-04-15,73.14
344,Sophie Harris,sophie.harris@outlook.com,38.83559211100972,2020-07-04,2020-09-21,16.55
345,Emma Johnson,emma.johnson@gmail.com,25.343305130979427,2021-05-06,2021-09-04,445.47
346,Sam Wilson,sam.wilson@yahoo.com,36.02094838375988,2022-12-26,2023-03-06,72.39
347,Unknown Customer,unknown@email.com,53.8383972351196,2020-10-11,2020-10-31,15.23
348,Sam Anderson,sam.anderson@outlook.com,35.823644581132584,2020-10-11,,0.0
349,Mike Garcia,mike.garcia@yahoo.com,27.329233264638415,2022-09-15,2022-11-23,16.78
350,David Garcia,david.garcia@company.com,24.309324656695296,2021-01-22,2021-05-04,89.89
351,Jane Garcia,jane.garcia@company.com,40.857257812631666,2021-02-20,2021-07-15,14.46
352,Mark Thomas,mark.thomas@outlook.com,24.58323311989723,2021-01-21,,0.0
353,Mike Brown,mike.brown@outlook.com,44.48454230051423,2023-06-10,,0.0
354,Lisa Harris,lisa.harris@gmail.com,50.606322303152076,2020-10-03,2021-04-08,21.39
355,Emma White,emma.white@hotmail.com,28.957950057352413,2020-07-31,2021-07-16,10.47
356,Julia Harris,julia.harris@company.com,33.864514488208535,2023-02-19,,0.0
357,David Wilson,david.wilson@,41.687651525365844,2021-08-22,2021-10-12,163.73
358,Mark Garcia,mark.garcia@outlook.com,33.39025788480251,2021-06-24,2021-09-19,14.93
359,Sarah Thomas,sarah.thomas@hotmail.com,50.77735790715804,2021-03-26,2021-05-07,592.46
360,Alex Johnson,alex.johnson@yahoo.com,28.213864541388244,2022-12-20,2023-08-03,108.59
361,Chris Anderson,chris.anderson@hotmail.com,38.34790153698169,2024-09-05,2025-02-18,10.41
362,Mike Martin,mike.martin@outlook.com,45.34180163862589,2020-11-29,2021-03-21,135.04
363,Chris Smith,chris.smith@company.com,18.177103187405145,2022-06-09,2022-12-04,446.86
364,John Taylor,john.taylor@company.com,50.84221036638101,2020-05-23,2021-01-24,48.74
365,David Anderson,david.anderson@yahoo.com,31.662569236265142,2022-09-24,2023-08-07,548.03
366,Chris Brown,chris.brown@gmail.com,30.953742346505926,2020-02-24,2020-10-18,111.86
367,Mike Taylor,mike.taylor@gmail.com,23.177667166551828,2023-12-17,2024-08-19,22.97
368,Sophie Davis,sophie.davis@company.com,51.859307950617435,2022-03-07,2022-03-17,1512.46
369,Tom Smith,tom.smith@,31.064696956791693,2024-08-21,2025-05-12,7.23
370,Chris White,chris.white@outlook.com,44.61297156545823,2022-09-11,2023-06-12,33.7
371,Lisa Thomas,lisa.thomas@outlook.com,36.713712709311,2022-05-14,2022-11-02,52.0
372,David White,david.white@outlook.com,28.06699390214988,2024-07-31,2025-06-06,1070.15
373,Julia Davis,julia.davis@gmail.com,28.565934000512122,2024-04-25,2025-04-10,169.99
374,Sophie Wilson,sophie.wilson@outlook.com,150.0,2023-11-11,2023-12-07,128.6
375,John Moore,john.moore@,31.831546856067185,2021-07-17,2021-12-02,18.44
376,Sam Davis,sam.davisgmail.com,57.506857520412076,2023-12-06,2024-12-03,46.07
377,Sarah Anderson,sarah.anderson@company.com,54.42882177329697,2024-07-02,,0.0
378,Emma Wilson,emma.wilson@company.com,23.869227765650496,2022-01-06,2022-05-05,23.74
379,Sarah Harris,sarah.harris@company.com,47.83135349086929,2020-09-04,2021-05-07,121.9
380,Mark Brown,mark.brown@yahoo.com,35.00852145879156,2020-03-07,2021-02-28,334.79
381,Sarah Jackson,sarah.jackson@.com,32.89461404324588,2023-09-12,2023-10-28,2340.63
382,David Davis,david.davis@hotmail.com,16.917520174361997,2021-04-14,2022-02-03,27.73
383,Sophie Anderson,sophie.anderson@gmail.com,34.94889215312948,2021-10-24,2022-05-04,6.97
384,Emma Taylor,emma.taylor@outlook.com,43.74511139772535,2024-06-19,2024-09-07,34.52
385,Julia White,@julia.white.com,18.23003211296883,2022-02-13,2023-01-05,100000.0
386,Tom Anderson,tom.anderson@yahoo.com,27.767937385296033,2023-02-10,2023-07-01,39.91
387,Alex Smith,alex.smith@gmail.com,14.000137414116017,2021-03-31,2021-12-21,8.75
388,Unknown Customer,unknown@email.com,15.034961659616098,2020-05-11,2020-12-06,2.75
389,Anna Harris,anna.harris@outlook.com,47.58950500688031,2022-07-17,2022-12-29,40.49
390,Sarah Wilson,sarah.wilson@gmail.com,51.121882498208755,2024-02-14,,0.0
391,Emma Jackson,emma.jackson@yahoo.com,13.251984994751336,2022-06-15,2022-11-14,7.93
392,Sam Jackson,sam.jackson@company.com,30.908999526896775,2021-07-19,2022-04-13,141.94
393,Mike Martin,@mike.martin.com,32.03206720306613,2023-03-30,2023-12-10,0.81
394,Alex Moore,alex.moore@yahoo.com,35.001188262221845,2021-06-11,2021-10-30,96.81
395,John Garcia,john.garcia@company.com,6.62117089531262,2024-03-06,2024-06-10,11.4
396,Sophie Garcia,sophie.garcia@yahoo.com,43.53819188322487,2023-05-26,2024-01-08,132.3
397,Chris Thomas,chris.thomas@gmail.com,62.17109753525336,2022-12-21,2023-10-31,10.66
398,Lisa Taylor,lisa.taylor@hotmail.com,43.18515473119872,2022-12-01,2023-03-29,774.8
399,Sam Wilson,sam.wilson@company.com,18.404780596198627,2022-04-20,2023-04-07,710.62
400,David Thomas,david.thomas@hotmail.com,20.829158581150335,2023-02-12,,0.0
401,Alex Wilson,@alex.wilson.com,34.84902340618883,2020-04-15,2020-08-17,256.55
402,Mike Davis,mike.davis@gmail.com,43.67220129447153,2024-02-04,,0.0
403,Mark Moore,mark.moore@company.com,35.31593400731179,2022-06-11,2022-11-10,94.91
404,Jane White,jane.white@outlook.com,43.80143459769302,2021-04-25,2021-08-19,3.34
405,John White,john.white@company.com,16.212506523326574,2024-01-20,2024-09-27,7.77
406,Unknown Customer,unknown@email.com,47.311015828631334,2021-12-11,2022-05-10,17.31
407,Lisa Anderson,lisa.anderson@yahoo.com,51.497586974757986,2022-11-10,2023-03-10,11.79
408,Sarah Moore,sarah.moore@company.com,21.838569950607834,2022-03-25,2023-03-11,99.84
409,Unknown Customer,unknown@email.com,36.86359809778927,2021-02-20,2021-12-15,15.19
410,Tom White,tom.white@outlook.com,12.987304324633005,2024-03-15,2024-03-17,97.81
411,Anna Johnson,anna.johnsongmail.com,24.454557340014706,2021-01-18,2021-03-24,119.13
412,Chris Smith,chris.smith@company.com,47.995553252229335,2022-03-20,2022-07-19,268.29
413,John Davis,john.davis@outlook.com,50.77154012621302,2021-04-17,2021-12-20,450.76
414,Anna Martin,anna.martin@outlook.com,36.58003321562465,2020-10-01,2021-06-26,77.35
415,Chris Smith,chris.smith@gmail.com,47.39689981518219,2024-02-22,2024-06-13,433.17
416,Julia Taylor,julia.taylor@outlook.com,47.14216500367298,2020-11-21,2021-09-21,25.15
417,Emma Brown,emma.brown@gmail.com,24.988243111513135,2020-03-29,2021-01-23,64.22
418,Julia Martin,julia.martin@yahoo.com,42.0013157419768,2020-12-15,2021-04-30,463.35
419,Tom Garcia,tom.garcia@hotmail.com,35.001188262221845,2020-03-27,2021-01-24,98.16
420,Mike Johnson,mike.johnson@company.com,26.736943704360478,2023-03-23,2023-10-31,16.14
421,Mike Johnson,mike.johnson@outlook.com,29.992494718255976,2020-09-20,2021-03-06,49.97
422,Anna Smith,anna.smith@outlook.com,36.69860934895212,2021-02-24,2021-08-09,877.44
423,Lisa Brown,lisa.brown@gmail.com,5.923442011981596,2022-09-19,2023-02-04,3.85
424,John Anderson,john.anderson@outlook.com,16.820908695559368,2020-01-04,2020-12-15,29.03
425,Chris Brown,chris.brown@outlook.com,25.387196115202112,2022-09-12,2023-04-09,4143.81
426,Sophie Brown,sophie.brown@gmail.com,36.65957740159893,2023-02-07,2023-06-20,124.34
427,Anna Smith,anna.smith@yahoo.com,28.949348432934084,2021-08-05,2022-06-09,90.96
428,Unknown Customer,unknown@email.com,28.183706800488906,2021-01-15,2021-04-22,17.58
429,Jane Taylor,jane.taylor@company.com,25.01167142843706,2020-12-09,2021-06-10,23.28
430,John Thomas,john.thomas@gmail.com,49.3164630151365,2024-05-11,2025-02-20,22.69
431,Emma Taylor,emma.taylor@gmail.com,33.21152820595781,2020-12-07,2021-12-02,760.47
432,Tom Anderson,tom.anderson@hotmail.com,34.681817015252506,2024-07-09,2025-03-16,39.54
433,Sam Wilson,sam.wilson@company.com,39.53684955201683,2021-06-28,2021-07-19,199.02
434,John Harris,john.harris@company.com,39.556526290814695,2020-07-10,2020-10-13,204.19
435,Jane Brown,jane.brown@yahoo.com,56.00732901477123,2021-08-02,2022-03-19,111.06
436,Julia Anderson,julia.anderson@company.com,47.007952461900125,2021-09-28,2022-08-16,47.19
437,Sarah Davis,sarah.davis@hotmail.com,38.884381304178795,2022-12-18,2023-08-11,2.27
438,David Garcia,david.garcia@company.com,31.541934246141594,2021-05-10,2022-02-10,355.16
439,Jane Taylor,jane.taylor@company.com,39.95339303388711,2023-07-25,2024-01-14,160.22
440,John Taylor,john.taylor@,13.080079795889318,2023-07-25,,0.0
441,Tom Brown,tom.brown@hotmail.com,36.69208975638844,2020-09-29,2021-02-01,365.84
442,Anna Johnson,anna.johnson@hotmail.com,27.220276758275656,2022-10-28,2023-07-16,18.21
443,Sam Wilson,sam.wilson@outlook.com,25.108123855245463,2024-07-18,2024-11-19,24.0
444,Sophie Johnson,sophie.johnson@outlook.com,37.19672264447445,2024-03-16,2024-10-03,3588.31
445,Chris Harris,chris.harris@hotmail.com,19.77079934356305,2021-05-31,,0.0
446,David Moore,david.moore@gmail.com,23.540136225360314,2021-11-19,2022-06-13,4.66
447,Alex Johnson,alex.johnson@company.com,35.44109871859316,2020-12-04,2021-06-10,133.62
448,Mike Davis,mike.davis@hotmail.com,40.08420319552586,2023-03-05,2023-04-16,270.52
449,Anna Anderson,anna.anderson@yahoo.com,35.001188262221845,2023-03-05,,0.0
450,Julia Anderson,julia.anderson@outlook.com,44.40757097467096,2023-09-10,2023-12-26,3.1
451,Chris Smith,chris.smith@company.com,44.289498808138546,2023-09-23,2024-07-28,50.64
452,John Garcia,john.garcia@yahoo.com,42.57150892427496,2023-01-23,2023-02-16,36.69
453,Jane Martin,jane.martin@hotmail.com,24.009231274403362,2023-03-15,,0.0
454,Alex Moore,alex.moore@yahoo.com,21.338178920747808,2023-06-08,,0.0
455,Julia Davis,julia.davis@company.com,45.91772266944287,2021-05-09,2021-05-12,8.04
456,Tom Martin,tom.martin@outlook.com,17.42477524099251,2024-07-28,2025-05-31,151.45
457,David White,david.white@gmail.com,15.546566275325844,2021-03-12,2021-03-15,6.73
458,David Jackson,david.jackson@gmail.com,31.09129067915494,2020-12-10,2021-12-06,76.69
459,Lisa Johnson,lisa.johnson@yahoo.com,39.78132636028018,2024-08-12,,0.0
460,Alex Moore,alex.moore@outlook.com,200.0,2022-03-30,2022-05-03,20.2
461,Chris Wilson,chris.wilsongmail.com,40.24677317056449,2021-08-10,2021-12-08,1.14
462,Unknown Customer,unknown@email.com,32.526505912968304,2024-05-18,2024-07-26,23.16
463,Alex Moore,alex.moore@outlook.com,44.12386250419829,2023-07-16,2024-03-29,22.19
464,Jane Harris,jane.harris@yahoo.com,37.00444400871626,2020-09-24,2020-11-10,151.02
465,David Taylor,david.taylor@company.com,40.008741568807004,2020-02-02,2020-07-31,155.1
466,John Jackson,john.jackson@outlook.com,47.21223695283631,2024-05-04,2024-09-07,4.45
467,Julia Jackson,julia.jackson@hotmail.com,44.2430053756528,2021-01-27,2021-10-02,66.0
468,Jane Harris,jane.harris@hotmail.com,33.061328196489335,2022-08-03,2023-01-26,21.74
469,John Brown,@john.brown.com,27.501482986813397,2024-06-23,2024-09-05,64.6
470,Mike Jackson,mike.jackson@company.com,49.54590426260397,2022-12-15,2023-10-03,51.23
471,Mark Anderson,mark.anderson@gmail.com,29.082261730950215,2020-03-07,2020-06-27,26.61
472,Sarah Smith,sarah.smith@hotmail.com,26.885105501090912,2022-04-14,2022-08-02,264.64
473,Emma Brown,emma.brown@gmail.com,21.86762242939828,2024-06-17,2024-09-11,8.0
474,Chris Anderson,chris.anderson@,24.912710870364275,2022-08-14,2023-07-05,16.4
475,David Anderson,david.anderson@hotmail.com,43.99939964781495,2024-05-08,2025-04-28,320.42
476,Sarah Davis,sarah.davis@company.com,21.100568043607947,2021-07-06,2021-10-26,33.34
477,Sarah White,@sarah.white.com,14.821074802790715,2024-07-21,2025-05-08,107.44
478,Mark Martin,mark.martin@hotmail.com,55.21218219349977,2021-08-20,2022-02-04,82.79
479,Alex Jackson,alex.jackson@gmail.com,47.00026058111387,2022-06-04,2022-12-11,80.87
480,Alex Thomas,alex.thomas@outlook.com,31.61837143175931,2023-05-09,2023-11-21,26.53
481,John Thomas,john.thomas@company.com,36.18198017629617,2024-02-12,2024-12-20,9.81
482,Emma Jackson,emma.jackson@outlook.com,38.07466203298374,2022-01-26,2022-06-22,34.99
483,Mike Brown,mike.brown@gmail.com,40.80127870316047,2023-04-09,2023-04-20,75000.0
484,Anna Harris,anna.harris@company.com,6.711989304806254,2022-12-18,2023-07-25,34.83
485,Lisa Johnson,lisa.johnson@yahoo.com,28.820617632474274,2020-09-16,2021-09-13,683.92
486,David Harris,david.harris@gmail.com,25.810280239295462,2020-04-04,,0.0
487,John Martin,john.martingmail.com,34.58573840202427,2020-09-10,2021-02-08,233.87
488,Alex Taylor,alex.taylor@yahoo.com,37.67709470071873,2021-12-28,2022-04-14,77.8
489,Anna Garcia,anna.garcia@gmail.com,50.149878738523405,2020-03-09,2020-12-10,304.68
490,Mike Anderson,mike.anderson@company.com,48.75413912845832,2024-05-27,,0.0
491,John Taylor,john.taylor@hotmail.com,33.824162639351705,2023-05-16,2024-02-17,368.91
492,Lisa Anderson,lisa.anderson@outlook.com,33.166266595191686,2020-09-22,2020-10-05,280.61
493,Alex Harris,alex.harris@hotmail.com,53.09896883822002,2023-05-15,2023-07-01,50.04
494,Sophie Thomas,sophie.thomas@yahoo.com,19.04977839986141,2023-08-04,2023-12-28,11.19
495,Sam Jackson,sam.jackson@company.com,34.26573874665174,2021-09-13,2022-01-16,199.71
496,John Taylor,john.taylor@yahoo.com,23.334171221568063,2020-07-28,2021-05-01,81.13
497,Lisa Jackson,lisa.jackson@yahoo.com,46.787833793065325,2020-06-02,2021-05-15,11.34
498,Sam Wilson,sam.wilson@company.com,35.001188262221845,2023-10-08,,0.0
499,Mike Anderson,mike.anderson@hotmail.com,63.18890944040909,2023-01-05,2023-04-26,68.22
500,Chris Martin,chris.martin@outlook.com,26.407478764689916,2024-02-20,2024-03-21,110.64
501,Julia Davis,julia.davis@hotmail.com,200.0,2024-01-18,2024-08-17,73.42
502,Jane White,@jane.white.com,35.775452374166385,2022-11-04,2022-12-01,1.94
503,John Garcia,john.garcia@gmail.com,14.994123953871735,2021-06-25,2022-01-26,124.64
504,Mike Harris,mike.harris@hotmail.com,35.798219287528156,2023-09-16,2024-06-01,31.75
505,Jane Brown,jane.brown@company.com,27.415270905355293,2022-04-07,2022-08-05,42.95
506,Emma Jackson,emma.jackson@company.com,43.25479961595092,2024-01-12,2024-05-19,150.48
507,Anna Taylor,anna.taylor@yahoo.com,54.6887472920664,2022-06-07,2022-11-30,0.68
508,John Davis,john.davis@yahoo.com,28.301497606018163,2020-09-15,2021-08-01,9.82
509,Alex Martin,alex.martin@company.com,32.815106358896884,2020-05-22,2020-07-11,367.78
510,Tom Jackson,tom.jackson@company.com,25.71529784588485,2022-01-16,2022-03-26,45.71
511,Jane Taylor,jane.taylorgmail.com,53.456785233265634,2020-03-30,2020-04-15,194.89
512,Jane Garcia,jane.garcia@gmail.com,37.14386577215495,2021-04-25,2022-04-17,144.37
513,Unknown Customer,unknown@email.com,40.221012775595284,2021-11-03,2022-03-15,78.96
514,Jane Brown,jane.brown@,35.37110501338999,2024-06-01,2025-02-04,44.11
515,Julia Davis,julia.davisgmail.com,29.82623740181675,2022-02-20,2023-01-12,110.95
516,John Martin,john.martingmail.com,34.083324364798,2024-02-19,2024-03-28,75.71
517,Unknown Customer,unknown@email.com,33.229765224583325,2021-11-17,2022-10-01,6.62
518,Emma Harris,emma.harris@company.com,37.128550050973615,2021-11-17,,0.0
519,Sophie Garcia,sophie.garcia@hotmail.com,9.801521213371439,2021-08-29,,0.0
520,Chris Davis,chris.davis@outlook.com,25.192594999603074,2022-12-12,2023-01-17,4.22
521,Julia Smith,julia.smith@hotmail.com,44.309427881518644,2021-05-17,2021-05-21,95.32
522,Julia Anderson,julia.anderson@gmail.com,46.66508982507754,2022-04-01,2022-05-13,14.57
523,Sarah Johnson,sarah.johnson@yahoo.com,50.641201298188854,2020-06-13,2020-10-05,279.68
524,Alex Smith,alex.smith@company.com,21.701034167385618,2022-12-29,2023-06-21,4.37
525,Sam Thomas,sam.thomas@hotmail.com,54.128985583422136,2023-10-20,2024-07-23,231.07
526,Alex Anderson,alex.anderson@gmail.com,38.08916091269616,2023-08-22,2023-10-30,187.07
527,Mark Jackson,mark.jackson@hotmail.com,23.350872039169392,2023-07-04,2024-02-19,65.17
528,David White,david.white@outlook.com,43.65311355783315,2023-07-04,,0.0
529,Chris Anderson,chris.anderson@company.com,31.06261600197749,2022-09-15,2022-10-21,2.34
530,Emma White,emma.white@gmail.com,30.714713693012975,2024-04-22,2024-09-18,38.51
531,Jane Thomas,jane.thomas@yahoo.com,32.06378589399043,2021-08-09,2021-10-20,162.55
532,Sarah White,sarah.white@hotmail.com,35.94551621849415,2023-12-29,,0.0
533,Tom Moore,tom.moore@gmail.com,35.001188262221845,2022-02-14,2022-11-23,1.43
534,Tom Garcia,tom.garcia@yahoo.com,37.008349442140435,2024-01-19,2024-10-23,187.48
535,Jane Thomas,jane.thomas@gmail.com,49.42467921279139,2022-06-16,2022-10-01,10.97
536,John Jackson,john.jackson@outlook.com,-5.0,2022-04-17,2023-02-04,5.42
537,Lisa Wilson,lisa.wilson@hotmail.com,42.10448284040759,2021-08-24,2021-08-25,184.56
538,Sam Taylor,sam.taylor@gmail.com,53.109572160854604,2021-06-23,2021-12-20,39.46
539,Mike Davis,mike.davis@gmail.com,42.26727479157576,2020-01-24,2020-09-15,102.87
540,Tom White,tom.white@gmail.com,17.191320020907977,2024-02-17,2025-01-19,67.03
541,Jane Johnson,jane.johnson@yahoo.com,32.4983814735151,2020-08-10,2020-09-06,31.86
542,Emma Brown,emma.brown@hotmail.com,49.479297858366984,2022-03-10,2022-06-09,2.54
543,Lisa Martin,lisa.martin@yahoo.com,16.67398572092423,2024-01-13,2024-11-30,123.95
544,Sam Thomas,sam.thomas@gmail.com,29.916817019261874,2021-05-06,2021-12-11,173.51
545,Julia Wilson,julia.wilson@hotmail.com,18.61259114971821,2021-05-06,,0.0
546,Alex Anderson,alex.anderson@,27.43970024559327,2021-02-23,,0.0
547,Anna Martin,anna.martin@outlook.com,43.78346603011815,2021-10-10,2022-02-02,90.13
548,Alex Johnson,alex.johnson@hotmail.com,40.93646784530039,2023-07-02,2023-11-21,110.49
549,Alex Anderson,alex.anderson@gmail.com,39.601220376843735,2023-12-11,2024-07-05,69.88
550,Mark White,mark.white@company.com,36.85392398714301,2020-06-22,2020-10-12,38.95
551,Anna Moore,anna.moore@gmail.com,35.001188262221845,2021-03-20,2022-03-02,356.69
552,David Jackson,david.jackson@yahoo.com,30.96136892146192,2023-09-23,2024-03-26,430.31
553,David Harris,david.harris@outlook.com,46.24480250122438,2021-06-10,2022-01-17,885.56
554,Anna Wilson,anna.wilson@hotmail.com,27.930917329623185,2023-07-16,2023-11-10,3.82
555,Jane Anderson,jane.anderson@hotmail.com,48.007051598427296,2020-07-06,2020-09-14,628.25
556,Julia Martin,julia.martingmail.com,54.249095041726875,2021-12-11,2022-04-22,72.04
557,Mike Anderson,mike.anderson@yahoo.com,32.59430469010546,2020-10-14,2021-01-11,24.63
558,Emma White,emma.white@outlook.com,13.795875619933398,2021-05-13,2021-09-21,8.82
559,John Moore,john.moore@company.com,38.89110555242237,2020-10-29,,0.0
560,Emma Harris,emma.harris@gmail.com,62.3389168469873,2021-03-13,2021-06-21,174.86
561,Mark Thomas,mark.thomas@hotmail.com,35.20946558303187,2022-04-12,2022-06-08,118.12
562,Tom Thomas,tom.thomas@company.com,18.870766205811037,2024-03-20,2024-08-11,101.79
563,Sarah White,sarah.white@company.com,27.764421198174084,2024-03-06,2024-10-10,120.75
564,Chris Wilson,chris.wilson@hotmail.com,38.814900609148104,2023-01-29,2023-03-25,146.03
565,Sophie Thomas,sophie.thomas@hotmail.com,47.421546994120796,2021-11-05,2022-04-10,884.12
566,Unknown Customer,unknown@email.com,40.34677497532988,2020-05-17,2021-04-11,85.48
567,Sophie White,sophie.white@gmail.com,36.16011345368279,2020-08-15,2021-08-14,141.58
568,Chris Johnson,chris.johnson@outlook.com,31.11280998857338,2022-04-07,2022-12-13,31.61
569,Julia Martin,julia.martin@yahoo.com,39.84124235445549,2024-03-22,2024-10-19,1138.69
570,Chris Johnson,chris.johnson@hotmail.com,25.739465357833517,2023-05-19,2024-04-24,5.01
571,Julia White,julia.white@hotmail.com,35.945332734396004,2023-11-21,2024-07-30,395.1
572,John Anderson,john.anderson@hotmail.com,47.64705093687744,2022-02-07,,0.0
573,Anna Anderson,anna.anderson@outlook.com,40.10713104155356,2023-11-05,2024-01-10,92.38
574,Lisa Brown,lisa.brown@outlook.com,48.29651430059881,2020-09-16,2020-12-31,43.57
575,Sophie Thomas,sophie.thomas@outlook.com,30.125090613565668,2023-08-24,2024-02-16,9.48
576,Sam Harris,sam.harris@hotmail.com,27.59802947453275,2022-03-06,2022-04-17,184.25
577,Julia Wilson,julia.wilson@outlook.com,27.51979183651686,2024-01-02,,0.0
578,Sarah Davis,sarah.davis@gmail.com,39.0606083217337,2022-09-09,2022-09-17,17.75
579,Jane Davis,jane.davis@outlook.com,38.85051813421492,2023-03-13,2023-04-25,305.32
580,John Harris,john.harris@hotmail.com,35.001188262221845,2022-08-22,2023-03-20,49.05
581,Sophie Moore,sophie.moore@yahoo.com,33.02526836452791,2022-04-24,,0.0
582,Sophie Anderson,sophie.anderson@hotmail.com,40.84766284453994,2020-11-20,,0.0
583,Unknown Customer,unknown@email.com,47.86315838254157,2023-10-03,2024-02-17,6.05
584,Sam Martin,sam.martin@hotmail.com,33.49790685940203,2020-02-13,2020-12-30,72.83
585,Mark Brown,@mark.brown.com,45.16258524661897,2022-07-10,2022-09-19,62.9
586,Anna Taylor,anna.taylor@gmail.com,26.97985766183838,2023-11-26,2024-06-13,1344.17
587,John Moore,john.moore@hotmail.com,34.26709194377149,2024-05-10,2024-09-25,311.85
588,Mike White,mike.white@company.com,38.144801709040706,2022-12-18,2023-07-19,769.26
589,Sophie Johnson,sophie.johnson@company.com,11.605259386947594,2023-10-08,2024-01-17,199.26
590,Tom Davis,tom.davis@yahoo.com,51.43641329185022,2023-06-12,2023-12-14,8.64
591,Tom Thomas,tom.thomas@yahoo.com,21.967345014582964,2021-06-13,2022-01-13,226.65
592,Chris Martin,chris.martin@yahoo.com,39.20444259663606,2024-08-29,2025-01-02,29.9
593,Sarah Johnson,sarah.johnson@yahoo.com,24.868111553803143,2021-07-19,,0.0
594,Sarah Moore,sarah.moore@gmail.com,13.6260990264124,2020-03-16,2020-06-12,26.8
595,Mike Smith,mike.smith@yahoo.com,8.234383770506492,2020-11-12,2021-06-11,163.91
596,Emma Harris,emma.harris@gmail.com,49.081307319589335,2020-01-25,2020-04-25,25.28
597,Sam Wilson,sam.wilson@outlook.com,31.72946334365829,2021-08-18,2022-02-25,525.41
598,Lisa Brown,@lisa.brown.com,41.622631661865846,2022-06-18,2022-11-03,5.22
599,Mike White,mike.white@gmail.com,43.16276250101155,2022-10-09,,0.0
600,Anna Moore,anna.moore@yahoo.com,24.4608409661184,2020-01-01,,0.0
601,Tom Brown,tom.brown@yahoo.com,36.19864345291055,2023-01-14,2024-01-05,58.48
602,Unknown Customer,unknown@email.com,48.796064226544964,2023-11-25,2024-07-12,60.53
